Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,YouTube,Широта,Долгота,2GIS URL
Серебряные звоны-2,жилой комплекс,Новостройки,"Игнатьевская, к4 стр",,143180.0,,,Звенигород,Одинцовский городской округ,Московская область,Россия,,+03:00,,,,,http://www.yit-moscow.ru/moskva/zhk-serebrianye-zvony-2,,,,,,55.727492000000005,36.859967,https://2gis.com/firm/70000001038811007
ПИК,Жилой комплекс Середневский лес,Новостройки,"25 квартал, 1 к9",,,,Филимонковское поселение,Москва,,Москва,Россия,,+03:00,84951168731 (застройщик),,,,http://pik.ru/sles?utm_source=2gis&utm_medium=display&utm_term=moskva&utm_content=poi&utm_campaign=serednev_les,,,,https://vk.com/pikru,,55.568325,37.284397999999996,https://2gis.com/firm/70000001046777911
Борисоглебское,жилой комплекс,Новостройки,"ЖК Борисоглебское-2, к41",,108806.0,,Новофёдоровское поселение,,,Москва,Россия,,+03:00,,,,,http://move.ru/specpredlozhenie/eko-r-n-borisoglebskoe-2/,http://www.sit-company.ru/?utm_source=2gis&utm_medium=cpc&utm_term=sait&utm_content=context&utm_campaign=novostroika,http://борисоглебское.рф,,https://vk.com/sit_company,,55.48681,36.919691,https://2gis.com/firm/70000001057790039
Белый берег,коттеджный поселок,Новостройки,"Белый Берег кп, 72",,140123.0,КП Белый берег коттеджный пос.,,,Раменский городской округ,Московская область,Россия,,+03:00,84957440244 (отдел продаж),,,,http://belbereg.ru,,,,,,55.549864,37.999322,https://2gis.com/firm/70000001061592895
Солнечный,жилой комплекс,Новостройки,"Ледовская, к2 стр",,142006.0,Востряково м-н,,Домодедово,Домодедово городской округ,Московская область,Россия,,+03:00,84959280461,,,,http://жксолнечныйдмд.рф,,,,,,55.3682,37.7923,https://2gis.com/firm/70000001037051207
Солнечный,жилой комплекс,Новостройки,"Ледовская, к8 стр",,142006.0,Востряково м-н,,Домодедово,Домодедово городской округ,Московская область,Россия,,+03:00,84959280461,,,,http://жксолнечныйдмд.рф,,,,,,55.366499,37.789217,https://2gis.com/firm/70000001037051184
Комплекс социальных жилых домов,,Социальные службы,"улица Верхние Поля, 34 к2",,109451.0,,Марьино район,Москва,,Москва,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-16:45,+03:00,84956588302,,,,http://kszn.ru,,,,https://vk.com/public101061177,https://youtube.com/channel/UCY3Bsblj5ApgG1Q1_QBGiaA,55.66715799999999,37.762212,https://2gis.com/firm/70000001032639906
ПИК,Жилой комплекс Белая Дача парк,Новостройки,"Белая Дача парк, к19/1 стр",дом сдан,140054.0,,,Котельники,Котельники городской округ,Московская область,Россия,,+03:00,84951168731 (застройщик),,,,http://www.pik.ru/bd?utm_source=2gis&utm_medium=display&utm_term=moskva&utm_content=poi&utm_campaign=bel_dacha,,,,https://vk.com/pikru,,55.657593000000006,37.87507,https://2gis.com/firm/70000001041395359
А101,Жилой комплекс Бунинские кварталы,Новостройки,"жилой комплекс Бунинские кварталы, к1/2",,,,Сосенское поселение,Москва,,Москва,Россия,,+03:00,84951538765 (отдел продаж: пн-вс 9:00-21:00),,,info@a101.ru,,,,,https://vk.com/a101ru,https://youtube.com/channel/UCZKVcmR1XA_Hhsz4jOJQFqg,55.541904,37.476158,https://2gis.com/firm/70000001064199160
Истомкино парк,строящийся жилой комплекс,Новостройки,"Юбилейная, 14 стр",дом сдан,142407.0,,,Ногинск,Богородский городской округ,Московская область,Россия,,+03:00,84993993896 (застройщик - пн-пт 10:00-18:00),,,,,,,,,,55.836631999999994,38.406013,https://2gis.com/firm/70000001031740489
ПИК,Жилой комплекс Бунинские луга,Новостройки,"проспект Куприна, 24 к3",дом сдан,108814.0,,Сосенское поселение,Москва,,Москва,Россия,,+03:00,84951168731 (застройщик),,,info@pik.ru,http://www.pik.ru/luga?utm_source=2gis&utm_medium=display&utm_term=moskva&utm_content=poi&utm_campaign=buninskie_luga,,,,https://vk.com/pikru,,55.544075,37.478103000000004,https://2gis.com/firm/70000001041399329
ПИК,Жилой комплекс Белая Дача парк,Новостройки,"Парковый микрорайон, 1",дом сдан,140054.0,,,Котельники,Котельники городской округ,Московская область,Россия,,+03:00,84951168731 (застройщик),,,,http://www.pik.ru/bd?utm_source=2gis&utm_medium=display&utm_term=moskva&utm_content=poi&utm_campaign=bel_dacha,,,,https://vk.com/pikru,,55.660217,37.87559,https://2gis.com/firm/70000001041395278
Прокшино,строящийся бизнес-центр,Новостройки; Аренда помещений; Бизнес-центры,"улица Прокшино бизнес-квартал, к1",,,,Сосенское поселение,,,Москва,Россия,,+03:00,84952921327 (отдел продаж),,,,http://commercial.a101.ru/projects_s/bk-prokshino/?utm_source=2gis&utm_medium=tgb&utm_campaign=geo&utm_content=bk-prokshino_office,,,,,,55.587249,37.433939,https://2gis.com/firm/70000001062127765
Резиденции Сколково Страна Чудес,,Новостройки,"посёлок Заречье, к3/1",,143085.0,,,,Одинцовский городской округ,Московская область,Россия,,+03:00,84951042826,,,,http://absrealty.ru/projects/skolkovo/,,,,,,55.683531,37.394127000000005,https://2gis.com/firm/70000001060181493
Парковый,жилой комплекс,Новостройки,"Крупской, 1",,141503.0,,,Солнечногорск,Солнечногорск городской округ,Московская область,Россия,,+03:00,84959888778,,,,http://novostroyki-mo.ru/parkoviy.php,,,,,,56.191494999999996,36.975474,https://2gis.com/firm/70000001047774776
Спутник,строящийся комплекс апартаментов,Новостройки,"Мякининское шоссе, к13 стр",,143082.0,,,,Одинцовский городской округ,Московская область,Россия,,+03:00,84952360523 (отдел продаж - пн-вс 9:00-21:00),84951261638,,,http://sputnikcity.ru,http://samolet.ru,,,https://vk.com/sputnikcitymsk,https://youtube.com/channel/UCkCTYCHDaYqHVPWlt7tS5Xg/videos,55.800881000000004,37.37697,https://2gis.com/firm/70000001028138535
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 22",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.90973100000001,36.929266999999996,https://2gis.com/firm/70000001017605995
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 20",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.910288,36.92883,https://2gis.com/firm/70000001019091078
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 21",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.909735,36.92818,https://2gis.com/firm/70000001017605982
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 27",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.911331999999994,36.929093,https://2gis.com/firm/70000001022951371
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 18",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.910061999999996,36.927288,https://2gis.com/firm/70000001017605953
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 14",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.910303000000006,36.925136,https://2gis.com/firm/70000001017605879
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 9",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.908939000000004,36.921996,https://2gis.com/firm/70000001027312581
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 4",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.908956,36.919965999999995,https://2gis.com/firm/70000001027312579
ПИК,Жилой комплекс Митинский лес,Новостройки,"ЖК Митинский лес, к1/4",,125310.0,,Митино район,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00,+03:00,84951168731 (застройщик),,,,http://www.pik.ru/mles?utm_source=2gis&utm_medium=display&utm_term=moskva&utm_content=poi&utm_campaign=mitin_les,,,,https://vk.com/pikru,,55.862311,37.374635,https://2gis.com/firm/70000001056694864
Малая Истра,жилой комплекс,Новостройки,"микрорайон Малая Истра, 31",,143541.0,,,,Истра городской округ,Московская область,Россия,,+03:00,,,,,,,,,,,55.911016000000004,36.920974,https://2gis.com/firm/70000001022951384
ФСК,строящиеся объекты,Новостройки,"улица Шеногина, вл2 к5/2",,123308.0,,Хорошёво-Мнёвники район,Москва,,Москва,Россия,,+03:00,84953247290 (отдел продаж - пн-пт 9:00-18:00),,,info@fsk-lider.ru,http://fsk.ru/?utm_source=2gis&utm_medium=cpm&utm_campaign=mg_2gis_fsk_static_card_04-2022&utm_content=none&utm_term=card_fsk_none,,,,https://vk.com/gk_fsk,https://youtube.com/user/TheFsklider,55.766769999999994,37.505955,https://2gis.com/firm/70000001062088538
Nagatino i-Land,строящийся жилой дом,Новостройки,"Автозаводская улица, 23 к А1",,115432.0,,Даниловский район,Москва,,Москва,Россия,,+03:00,84958467640 (отдел продаж),84951212410,,,http://nagatino-iland.ru/?utm_source=media_2gis&utm_medium=context&utm_campaign=msk_mgcom_media_NI,,,,,,55.687197999999995,37.655877000000004,https://2gis.com/firm/70000001056071899
Nagatino i-Land,строящийся жилой дом,Новостройки,"Автозаводская улица, к2/3",,115432.0,,Даниловский район,Москва,,Москва,Россия,,+03:00,84958467640 (отдел продаж),84951212410,,,http://nagatino-iland.ru/?utm_source=media_2gis&utm_medium=context&utm_campaign=msk_mgcom_media_NI,,,,,,55.690566000000004,37.660824,https://2gis.com/firm/70000001062147431
Shagal,жилой квартал,Новостройки,"Автозаводская улица, к4",,115280.0,,Даниловский район,Москва,,Москва,Россия,,+03:00,84958467624 (отдел продаж),,,,http://shagal.city/?utm_source=media_2gis&utm_medium=context&utm_campaign=msk_mgcom_media_shgl,,,,,,55.687406,37.641018,https://2gis.com/firm/70000001053837203
Shagal,жилой квартал,Новостройки,"Автозаводская улица, к11",,115280.0,,Даниловский район,Москва,,Москва,Россия,,+03:00,84958467624 (отдел продаж),,,,http://shagal.city/?utm_source=media_2gis&utm_medium=context&utm_campaign=msk_mgcom_media_shgl,,,,,,55.686704000000006,37.640378999999996,https://2gis.com/firm/70000001053837214
